lokasi,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_bangunan,harga
"Tanah Abang, Jakarta Pusat",1,1,49,1300000000
"Tanah Abang, Jakarta Pusat",2,1,48,1100000000
"Thamrin, Jakarta Pusat",3,1,103,2500000000
"Tanah Abang, Jakarta Pusat",2,1,48,1100000000
"Tanah Abang, Jakarta Pusat",1,1,55,3300000000
"Bendungan Hilir, Jakarta Pusat",2,1,45,1700000000
"Thamrin, Jakarta Pusat",2,2,126,5000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Tanah Abang, Jakarta Pusat",2,1,60,1300000000
"Tanah Abang, Jakarta Pusat",1,1,55,3900000000
"Tanah Abang, Jakarta Pusat",2,1,48,930000000
"Kebon Melati, Jakarta Pusat",2,2,103,6300000000
"Karet Tengsin, Jakarta Pusat",3,2,100,2300000000
"Thamrin, Jakarta Pusat",2,1,77,2049999999
"Tanah Abang, Jakarta Pusat",2,1,73,2400000000
"Tanah Abang, Jakarta Pusat",2,1,45,1150000000
"Tanah Abang, Jakarta Pusat",2,1,48,1400000000
"Thamrin, Jakarta Pusat",1,1,42,1300000000
"Karet Tengsin, Jakarta Pusat",2,2,120,3000000000
"Thamrin, Jakarta Pusat",3,2,103,2350000000
"KH Mas Mansyur, Jakarta Pusat",3,2,150,6500000000
"Tanah Abang, Jakarta Pusat",3,2,65,1800000000
"Thamrin, Jakarta Pusat",3,2,87,2000000000
"Thamrin, Jakarta Pusat",2,1,56,1650000000
"Thamrin, Jakarta Pusat",1,1,40,1350000000
"Karet Tengsin, Jakarta Pusat",2,2,86,2800000000
"Tanah Abang, Jakarta Pusat",2,2,86,2800000000
"Tanah Abang, Jakarta Pusat",1,2,52,1000000000
"Tanah Abang, Jakarta Pusat",2,1,58,1700000000
"Thamrin, Jakarta Pusat",2,2,162,6600000000
"Tanah Abang, Jakarta Pusat",1,1,42,850000000
"Tanah Abang, Jakarta Pusat",2,1,80,5600000000
"Kebon Melati, Jakarta Pusat",1,1,55,3200000000
"Tanah Abang, Jakarta Pusat",2,1,90,2000000000
"Bendungan Hilir, Jakarta Pusat",2,2,60,2800000000
"Thamrin, Jakarta Pusat",2,1,103,6200000000
"Kebon Kacang, Jakarta Pusat",2,1,57,1400000000
"Tanah Abang, Jakarta Pusat",1,1,41,1250000000
"Tanah Abang, Jakarta Pusat",2,1,48,1000000000
"Karet Tengsin, Jakarta Pusat",1,1,36,1700000000
"Thamrin, Jakarta Pusat",2,1,65,1650000000
"Thamrin, Jakarta Pusat",1,1,40,1400000000
"Thamrin, Jakarta Pusat",3,3,100,2450000000
"Tanah Abang, Jakarta Pusat",2,2,141,5600000000
"Karet Tengsin, Jakarta Pusat",2,1,46,1400000000
"Kebon Kacang, Jakarta Pusat",1,1,41,1200000000
"Bendungan Hilir, Jakarta Pusat",2,1,102,3900000000
"Tanah Abang, Jakarta Pusat",2,2,87,2500000000
"KH Mas Mansyur, Jakarta Pusat",3,2,130,3600000000
"Tanah Abang, Jakarta Pusat",2,1,48,1250000000
"Thamrin, Jakarta Pusat",2,2,121,4900000000
"Tanah Abang, Jakarta Pusat",2,2,78,2600000000
"Thamrin, Jakarta Pusat",2,1,48,950000000
"Thamrin, Jakarta Pusat",3,3,96,2200000000
"KH Mas Mansyur, Jakarta Pusat",2,2,72,3100000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1800000000
"Tanah Abang, Jakarta Pusat",1,1,27,1100000000
"Tanah Abang, Jakarta Pusat",1,1,55,1300000000
"Karet Tengsin, Jakarta Pusat",2,2,82,2800000000
"Thamrin, Jakarta Pusat",3,2,168,6350000000
"Thamrin, Jakarta Pusat",2,1,103,5200000000
"Thamrin, Jakarta Pusat",1,1,41,1000000000
"Thamrin, Jakarta Pusat",2,2,126,4300000000
"Karet Tengsin, Jakarta Pusat",1,1,64,1850000000
"Thamrin, Jakarta Pusat",2,1,51,1400000000
"Tanah Abang, Jakarta Pusat",1,1,55,3600000000
"Thamrin, Jakarta Pusat",1,1,38,1150000000
"KH Mas Mansyur, Jakarta Pusat",2,1,56,1400000000
"Kebon Kacang, Jakarta Pusat",1,1,73,1600000000
"Thamrin, Jakarta Pusat",2,1,80,1900000000
"Bendungan Hilir, Jakarta Pusat",1,1,31,825000000
"Karet Tengsin, Jakarta Pusat",2,1,46,1400000000
"Tanah Abang, Jakarta Pusat",2,1,48,990000000
"Thamrin, Jakarta Pusat",2,2,121,4099999999
"Thamrin, Jakarta Pusat",3,2,103,2200000000
"Tanah Abang, Jakarta Pusat",1,1,45,1200000000
"Tanah Abang, Jakarta Pusat",1,1,46,1000000000
"Thamrin, Jakarta Pusat",3,3,153,4950000000
"Tanah Abang, Jakarta Pusat",2,1,81,2000000000
"Kebon Kacang, Jakarta Pusat",2,2,152,5000000000
"Tanah Abang, Jakarta Pusat",2,2,147,5500000000
"Tanah Abang, Jakarta Pusat",1,1,63,1500000000
"Karet Tengsin, Jakarta Pusat",2,1,85,3000000000
"Tanah Abang, Jakarta Pusat",1,1,30,600000000
"Bendungan Hilir, Jakarta Pusat",3,1,72,4000000000
"Bendungan Hilir, Jakarta Pusat",3,1,72,4000000000
"Thamrin, Jakarta Pusat",2,1,52,2100000000
"Thamrin, Jakarta Pusat",2,1,29,2100000000
"Kebon Melati, Jakarta Pusat",1,1,42,1070000000
"Tanah Abang, Jakarta Pusat",2,2,85,2700000000
"Thamrin, Jakarta Pusat",3,2,104,2300000000
"Tanah Abang, Jakarta Pusat",1,1,39,1100000000
"Tanah Abang, Jakarta Pusat",2,1,52,1700000000
"Thamrin, Jakarta Pusat",1,1,34,890000000
"Kebon Melati, Jakarta Pusat",2,1,52,1850000000
"Tanah Abang, Jakarta Pusat",3,2,76,1550000000
"Tanah Abang, Jakarta Pusat",1,1,31,900000000
"Karet Tengsin, Jakarta Pusat",1,1,46,1100000000
"Senayan, Jakarta Pusat",2,1,69,1400000000
"Tanah Abang, Jakarta Pusat",2,1,69,1380000000
"Tanah Abang, Jakarta Pusat",2,2,121,3500000000
"Tanah Abang, Jakarta Pusat",2,2,142,4500000000
"Thamrin, Jakarta Pusat",2,2,107,2600000000
"Tanah Abang, Jakarta Pusat",2,1,141,4950000000
"Tanah Abang, Jakarta Pusat",1,1,83,2300000000
"Tanah Abang, Jakarta Pusat",1,1,32,1000000000
"Tanah Abang, Jakarta Pusat",1,1,32,1000000000
"Tanah Abang, Jakarta Pusat",1,1,32,1000000000
"Tanah Abang, Jakarta Pusat",1,1,32,1000000000
"Tanah Abang, Jakarta Pusat",1,1,30,650000000
"Pejompongan, Jakarta Pusat",1,1,24,750000000
"Tanah Abang, Jakarta Pusat",1,1,38,1200000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Thamrin, Jakarta Pusat",3,2,104,1950000000
"Thamrin, Jakarta Pusat",2,2,123,4250000000
"Tanah Abang, Jakarta Pusat",2,2,106,2500000000
"Tanah Abang, Jakarta Pusat",1,1,29,850000000
"Karet Tengsin, Jakarta Pusat",1,1,83,2300000000
"Karet Tengsin, Jakarta Pusat",2,2,79,2200000000
"Thamrin, Jakarta Pusat",1,1,55,3100000000
"Thamrin, Jakarta Pusat",3,2,104,2000000000
"Thamrin, Jakarta Pusat",2,2,123,5750000000
"Tanah Abang, Jakarta Pusat",2,1,48,1100000000
"Thamrin, Jakarta Pusat",2,1,123,3800000000
"Tanah Abang, Jakarta Pusat",1,1,63,1500000000
"Tanah Abang, Jakarta Pusat",2,2,68,2500000000
"Tanah Abang, Jakarta Pusat",2,1,40,950000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1000000000
"Thamrin, Jakarta Pusat",1,1,44,1200000000
"Tanah Abang, Jakarta Pusat",1,1,27,800000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"KH Mas Mansyur, Jakarta Pusat",1,1,37,870000000
"Karet Tengsin, Jakarta Pusat",3,2,181,5980000000
"Tanah Abang, Jakarta Pusat",1,2,52,1200000000
"Tanah Abang, Jakarta Pusat",3,2,154,3400000000
"Karet Tengsin, Jakarta Pusat",2,2,68,3000000000
"Tanah Abang, Jakarta Pusat",3,2,107,2500000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Kebon Kacang, Jakarta Pusat",2,2,77,2600000000
"Thamrin, Jakarta Pusat",1,1,82,5700000000
"Tanah Abang, Jakarta Pusat",2,1,51,1100000000
"Kebon Kacang, Jakarta Pusat",3,2,150,3500000000
"Bendungan Hilir, Jakarta Pusat",1,1,63,1400000000
"KH Mas Mansyur, Jakarta Pusat",2,2,78,1800000000
"Tanah Abang, Jakarta Pusat",3,2,143,3100000000
"Tanah Abang, Jakarta Pusat",2,1,55,1400000000
"Tanah Abang, Jakarta Pusat",2,2,63,1850000000
"Karet Tengsin, Jakarta Pusat",1,1,48,1300000000
"Thamrin, Jakarta Pusat",1,1,29,1000000000
"Tanah Abang, Jakarta Pusat",1,1,41,1400000000
"Thamrin, Jakarta Pusat",1,1,37,900000000
"Kebon Melati, Jakarta Pusat",1,1,55,3200000000
"Kebon Melati, Jakarta Pusat",1,1,55,3000000000
"Tanah Abang, Jakarta Pusat",3,2,65,1800000000
"Thamrin, Jakarta Pusat",2,2,123,4200000000
"Karet Tengsin, Jakarta Pusat",2,2,83,2600000000
"Karet Tengsin, Jakarta Pusat",2,2,83,2600000000
"Karet Tengsin, Jakarta Pusat",2,2,83,2600000000
"Tanah Abang, Jakarta Pusat",2,1,67,2500000000
"Tanah Abang, Jakarta Pusat",1,1,82,5590000000
"KH Mas Mansyur, Jakarta Pusat",3,2,87,2200000000
"Senayan, Jakarta Pusat",2,2,49,1300000000
"Tanah Abang, Jakarta Pusat",2,2,98,2500000000
"Tanah Abang, Jakarta Pusat",2,2,130,3700000000
"Kebon Kacang, Jakarta Pusat",1,1,41,1000000000
"Karet Tengsin, Jakarta Pusat",1,1,36,1000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Karet Tengsin, Jakarta Pusat",2,1,84,2800000000
"Tanah Abang, Jakarta Pusat",1,1,42,1000000000
"Thamrin, Jakarta Pusat",2,1,48,950000000
"Thamrin, Jakarta Pusat",3,2,78,1700000000
"Thamrin, Jakarta Pusat",3,2,91,1850000000
"Thamrin, Jakarta Pusat",2,2,77,2450000000
"Bendungan Hilir, Jakarta Pusat",3,3,122,5500000000
"Thamrin, Jakarta Pusat",3,2,76,1700000000
"Thamrin, Jakarta Pusat",1,1,55,3700000000
"Tanah Abang, Jakarta Pusat",1,1,53,1000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1300000000
"Karet Tengsin, Jakarta Pusat",2,2,141,4500000000
"Tanah Abang, Jakarta Pusat",1,1,26,470000000
"Tanah Abang, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",2,2,94,1370000000
"Thamrin, Jakarta Pusat",2,2,126,4300000000
"Thamrin, Jakarta Pusat",2,2,126,4300000000
"Thamrin, Jakarta Pusat",2,2,126,4300000000
"Bendungan Hilir, Jakarta Pusat",1,1,58,1400000000
"KH Mas Mansyur, Jakarta Pusat",2,2,147,5500000000
"Thamrin, Jakarta Pusat",1,1,38,1200000000
"Thamrin, Jakarta Pusat",2,1,58,1400000000
"Thamrin, Jakarta Pusat",1,1,28,900000000
"Karet Tengsin, Jakarta Pusat",2,1,52,1070000000
"Thamrin, Jakarta Pusat",2,2,84,2500000000
"Thamrin, Jakarta Pusat",1,1,41,1500000000
"Tanah Abang, Jakarta Pusat",2,1,46,1400000000
"Thamrin, Jakarta Pusat",2,2,57,1350000000
"Thamrin, Jakarta Pusat",1,1,42,900000000
"Thamrin, Jakarta Pusat",1,1,28,1000000000
"Thamrin, Jakarta Pusat",3,2,103,1950000000
"Kebon Melati, Jakarta Pusat",1,1,42,860000000
"Karet Tengsin, Jakarta Pusat",2,1,48,925000000
"Bendungan Hilir, Jakarta Pusat",2,1,70,2000000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Kebon Melati, Jakarta Pusat",2,1,48,1600000000
"Kebon Melati, Jakarta Pusat",1,1,28,1550000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Karet Tengsin, Jakarta Pusat",2,1,52,960000000
"Kebon Melati, Jakarta Pusat",1,1,40,1000000000
"Tanah Abang, Jakarta Pusat",3,2,103,2300000000
"Kebon Melati, Jakarta Pusat",2,1,65,1650000000
"Karet Tengsin, Jakarta Pusat",1,1,48,1200000000
"Karet Tengsin, Jakarta Pusat",1,1,38,900000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1850000000
"Thamrin, Jakarta Pusat",3,2,103,2550000000
"Thamrin, Jakarta Pusat",3,2,103,2350000000
"Karet Tengsin, Jakarta Pusat",2,1,48,900000000
"Karet Tengsin, Jakarta Pusat",3,3,102,2200000000
"Thamrin, Jakarta Pusat",1,1,40,900000000
"Thamrin, Jakarta Pusat",1,1,42,1300000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Bendungan Hilir, Jakarta Pusat",3,3,187,4000000000
"Kebon Melati, Jakarta Pusat",2,1,58,1300000000
"Kebon Melati, Jakarta Pusat",2,1,65,1700000000
"Kebon Melati, Jakarta Pusat",1,1,42,1100000000
"Kebon Melati, Jakarta Pusat",1,1,40,1200000000
"Karet Tengsin, Jakarta Pusat",2,1,48,860000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,960000000
"Karet Tengsin, Jakarta Pusat",2,1,48,860000000
"Karet Tengsin, Jakarta Pusat",2,1,48,880000000
"Thamrin, Jakarta Pusat",2,1,65,1900000000
"Thamrin, Jakarta Pusat",2,2,83,2000000000
"Thamrin, Jakarta Pusat",3,2,148,3100000000
"Tanah Abang, Jakarta Pusat",1,1,41,1800000000
"KH Mas Mansyur, Jakarta Pusat",3,2,100,2350000000
"Tanah Abang, Jakarta Pusat",2,1,61,1650000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",2,1,100,2300000000
"KH Mas Mansyur, Jakarta Pusat",2,1,46,1400000000
"Thamrin, Jakarta Pusat",1,1,40,950000000
"Senayan, Jakarta Pusat",2,1,81,2000000000
"Senayan, Jakarta Pusat",1,1,20,339000000
"Tanah Abang, Jakarta Pusat",3,2,104,2500000000
"Thamrin, Jakarta Pusat",3,3,102,2800000000
"Thamrin, Jakarta Pusat",1,1,40,975000000
"Thamrin, Jakarta Pusat",1,1,40,800000000
"Thamrin, Jakarta Pusat",1,1,45,950000000
"Tanah Abang, Jakarta Pusat",1,1,45,1100000000
"Karet Tengsin, Jakarta Pusat",2,1,47,1100000000
"Karet Tengsin, Jakarta Pusat",2,1,46,1500000000
"Karet Tengsin, Jakarta Pusat",2,2,91,2700000000
"Bendungan Hilir, Jakarta Pusat",1,1,64,3000000000
"Karet Tengsin, Jakarta Pusat",2,2,83,3300000000
"Karet Tengsin, Jakarta Pusat",1,1,32,810000000
"Tanah Abang, Jakarta Pusat",3,2,103,3000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1200000000
"Tanah Abang, Jakarta Pusat",2,2,82,5900000000
"Tanah Abang, Jakarta Pusat",2,2,82,5900000000
"Tanah Abang, Jakarta Pusat",2,2,82,5900000000
"Thamrin, Jakarta Pusat",2,2,57,6500000000
"Thamrin, Jakarta Pusat",1,1,81,5500000000
"Tanah Abang, Jakarta Pusat",2,1,68,1800000000
"Tanah Abang, Jakarta Pusat",2,1,47,980000000
"Tanah Abang, Jakarta Pusat",1,1,41,1400000000
"Thamrin, Jakarta Pusat",3,2,103,2500000000
"Kebon Melati, Jakarta Pusat",2,1,58,1300000000
"Kebon Melati, Jakarta Pusat",2,1,65,1700000000
"Kebon Melati, Jakarta Pusat",2,1,65,1600000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1170000000
"Tanah Abang, Jakarta Pusat",3,2,103,2400000000
"Karet Tengsin, Jakarta Pusat",2,1,68,1750000000
"KH Mas Mansyur, Jakarta Pusat",1,1,34,890000000
"KH Mas Mansyur, Jakarta Pusat",1,1,37,870000000
"Tanah Abang, Jakarta Pusat",1,1,42,1050000000
"Tanah Abang, Jakarta Pusat",1,1,42,800000000
"Tanah Abang, Jakarta Pusat",2,2,77,1900000000
"Tanah Abang, Jakarta Pusat",1,1,38,1100000000
"Kebon Melati, Jakarta Pusat",1,1,32,900000000
"Tanah Abang, Jakarta Pusat",1,1,41,1200000000
"Karet Tengsin, Jakarta Pusat",2,1,73,2000000000
"Tanah Abang, Jakarta Pusat",2,1,101,2300000000
"Tanah Abang, Jakarta Pusat",2,1,101,2300000000
"Thamrin, Jakarta Pusat",2,1,65,2000000000
"Pejompongan, Jakarta Pusat",1,1,24,750000000
"Thamrin, Jakarta Pusat",2,2,157,5400000000
"Thamrin, Jakarta Pusat",2,2,152,5000000000
"Tanah Abang, Jakarta Pusat",2,2,58,2000000000
"Karet Tengsin, Jakarta Pusat",2,1,61,1700000000
"Bendungan Hilir, Jakarta Pusat",3,3,187,4900000000
"Bendungan Hilir, Jakarta Pusat",1,1,64,2900000000
"Tanah Abang, Jakarta Pusat",1,1,63,1500000000
"Thamrin, Jakarta Pusat",1,1,42,1350000000
"Bendungan Hilir, Jakarta Pusat",1,1,35,1200000000
"Thamrin, Jakarta Pusat",2,1,56,1600000000
"Thamrin, Jakarta Pusat",1,1,40,1100000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1150000000
"Senayan, Jakarta Pusat",3,2,165,6000000000
"Tanah Abang, Jakarta Pusat",1,1,40,1400000000
"Tanah Abang, Jakarta Pusat",3,2,96,1900000000
"Tanah Abang, Jakarta Pusat",1,1,40,900000000
"Tanah Abang, Jakarta Pusat",1,1,34,700000000
"Thamrin, Jakarta Pusat",2,1,58,1600000000
"Bendungan Hilir, Jakarta Pusat",1,1,63,1400000000
"Tanah Abang, Jakarta Pusat",1,1,31,900000000
"Thamrin, Jakarta Pusat",2,2,123,5200000000
"Thamrin, Jakarta Pusat",2,2,157,6500000000
"Tanah Abang, Jakarta Pusat",3,3,80,1650000000
"Tanah Abang, Jakarta Pusat",1,1,44,1200000000
"Tanah Abang, Jakarta Pusat",1,1,44,1200000000
"Thamrin, Jakarta Pusat",2,2,157,6500000000
"Thamrin, Jakarta Pusat",1,1,42,900000000
"Thamrin, Jakarta Pusat",2,1,54,2350000000
"Thamrin, Jakarta Pusat",3,2,103,2300000000
"Tanah Abang, Jakarta Pusat",2,1,91,1900000000
"Thamrin, Jakarta Pusat",1,1,42,1400000000
"Tanah Abang, Jakarta Pusat",1,1,55,2900000000
"Thamrin, Jakarta Pusat",3,2,86,1850000000
"Thamrin, Jakarta Pusat",1,1,38,950000000
"Thamrin, Jakarta Pusat",1,1,42,750000000
"Thamrin, Jakarta Pusat",1,1,55,3800000000
"Thamrin, Jakarta Pusat",1,1,38,2900000000
"Thamrin, Jakarta Pusat",3,2,76,1600000000
"Thamrin, Jakarta Pusat",2,1,58,1600000000
"Tanah Abang, Jakarta Pusat",2,1,58,1600000000
"Tanah Abang, Jakarta Pusat",3,2,100,2000000000
"Tanah Abang, Jakarta Pusat",1,1,44,1500000000
"Karet Tengsin, Jakarta Pusat",1,1,86,2750000000
"Thamrin, Jakarta Pusat",3,2,101,2500000000
"Thamrin, Jakarta Pusat",2,1,57,1650000000
"Tanah Abang, Jakarta Pusat",2,1,79,1700000000
"Tanah Abang, Jakarta Pusat",2,1,40,875000000
"Thamrin, Jakarta Pusat",2,1,58,1350000000
"Tanah Abang, Jakarta Pusat",3,1,89,2300000000
"Tanah Abang, Jakarta Pusat",1,1,45,950000000
"Tanah Abang, Jakarta Pusat",1,1,60,710000000
"Thamrin, Jakarta Pusat",3,2,137,3500000000
"Tanah Abang, Jakarta Pusat",1,1,42,1250000000
"Thamrin, Jakarta Pusat",3,2,137,3500000000
"Bendungan Hilir, Jakarta Pusat",1,1,85,1900000000
"Tanah Abang, Jakarta Pusat",3,2,175,4500000000
"Karet Tengsin, Jakarta Pusat",2,1,52,1050000000
"Thamrin, Jakarta Pusat",3,2,100,2100000000
"Bendungan Hilir, Jakarta Pusat",2,1,60,3500000000
"Tanah Abang, Jakarta Pusat",2,2,140,4500000000
"Karet Tengsin, Jakarta Pusat",2,1,48,975000000
"Tanah Abang, Jakarta Pusat",2,1,65,1550000000
"Karet Tengsin, Jakarta Pusat",2,2,79,2100000000
"Tanah Abang, Jakarta Pusat",1,1,28,700000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",1,1,45,965000000
"Tanah Abang, Jakarta Pusat",3,1,79,2000000000
"Tanah Abang, Jakarta Pusat",3,1,79,2000000000
"Tanah Abang, Jakarta Pusat",3,1,79,2000000000
"Tanah Abang, Jakarta Pusat",1,1,44,1200000000
"Tanah Abang, Jakarta Pusat",1,1,40,950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Bendungan Hilir, Jakarta Pusat",1,2,92,1850000000
"Karet Tengsin, Jakarta Pusat",3,2,64,1700000000
"Thamrin, Jakarta Pusat",2,1,77,2400000000
"Kebon Kacang, Jakarta Pusat",2,1,56,1350000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Karet Tengsin, Jakarta Pusat",3,2,68,1600000000
"Karet Tengsin, Jakarta Pusat",3,1,78,1450000000
"Tanah Abang, Jakarta Pusat",1,1,47,1700000000
"Tanah Abang, Jakarta Pusat",3,2,94,2700000000
"Tanah Abang, Jakarta Pusat",2,1,58,1400000000
"Thamrin, Jakarta Pusat",2,2,84,1900000000
"Senayan, Jakarta Pusat",3,3,165,5600000000
"Senayan, Jakarta Pusat",3,3,165,5600000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Thamrin, Jakarta Pusat",2,2,67,1990000000
"Karet Tengsin, Jakarta Pusat",2,2,90,2700000000
"Tanah Abang, Jakarta Pusat",2,2,106,6500000000
"Thamrin, Jakarta Pusat",1,1,43,2500000000
"Tanah Abang, Jakarta Pusat",2,1,45,1200000000
"Tanah Abang, Jakarta Pusat",3,2,73,2200000000
"Tanah Abang, Jakarta Pusat",1,1,41,950000000
"Thamrin, Jakarta Pusat",3,2,100,2500000000
"KH Mas Mansyur, Jakarta Pusat",1,1,37,870000000
"Karet Tengsin, Jakarta Pusat",1,1,85,2100000000
"Thamrin, Jakarta Pusat",2,1,55,2000000000
"Thamrin, Jakarta Pusat",1,1,55,3500000000
"Karet Tengsin, Jakarta Pusat",2,2,78,2000000000
"Thamrin, Jakarta Pusat",2,2,104,5600000000
"Senayan, Jakarta Pusat",3,2,75,2000000000
"Tanah Abang, Jakarta Pusat",2,2,70,2500000000
"Thamrin, Jakarta Pusat",2,1,73,2100000000
"Thamrin, Jakarta Pusat",1,1,55,3500000000
"Tanah Abang, Jakarta Pusat",3,2,69,1600000000
"Karet Tengsin, Jakarta Pusat",3,3,78,1800000000
"Bendungan Hilir, Jakarta Pusat",1,1,63,1400000000
"KH Mas Mansyur, Jakarta Pusat",1,1,37,870000000
"Tanah Abang, Jakarta Pusat",1,1,43,1500000000
"Thamrin, Jakarta Pusat",2,1,65,1850000000
"Thamrin, Jakarta Pusat",1,1,36,1300000000
"Tanah Abang, Jakarta Pusat",2,2,51,1300000000
"Tanah Abang, Jakarta Pusat",2,2,51,1300000000
"Tanah Abang, Jakarta Pusat",2,1,48,1300000000
"Tanah Abang, Jakarta Pusat",2,1,42,1090000000
"Thamrin, Jakarta Pusat",1,1,55,3100000000
"Kebon Melati, Jakarta Pusat",1,1,55,3800000000
"Tanah Abang, Jakarta Pusat",3,2,140,4350000000
"Tanah Abang, Jakarta Pusat",2,1,51,1200000000
"Thamrin, Jakarta Pusat",2,2,48,850000000
"Tanah Abang, Jakarta Pusat",1,1,38,1050000000
"Thamrin, Jakarta Pusat",2,2,128,4000000000
"Tanah Abang, Jakarta Pusat",2,1,72,2400000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Kebon Melati, Jakarta Pusat",1,1,55,3060000000
"Thamrin, Jakarta Pusat",2,1,126,6600000000
"Thamrin, Jakarta Pusat",2,1,126,6600000000
"Tanah Abang, Jakarta Pusat",2,1,60,1800000000
"Tanah Abang, Jakarta Pusat",1,1,45,950000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Pejompongan, Jakarta Pusat",3,2,84,1800000000
"Kebon Melati, Jakarta Pusat",1,1,81,4000000000
"Karet Tengsin, Jakarta Pusat",3,2,90,1600000000
"Bendungan Hilir, Jakarta Pusat",3,3,91,2700000000
"Tanah Abang, Jakarta Pusat",2,1,68,1900000000
"Tanah Abang, Jakarta Pusat",2,2,112,3000000000
"Thamrin, Jakarta Pusat",3,2,78,2000000000
"Thamrin, Jakarta Pusat",3,2,78,2000000000
"Thamrin, Jakarta Pusat",3,2,78,2000000000
"Thamrin, Jakarta Pusat",3,2,78,2000000000
"Tanah Abang, Jakarta Pusat",2,1,77,2000000000
"Tanah Abang, Jakarta Pusat",1,1,41,1000000000
"Karet Tengsin, Jakarta Pusat",1,1,82,2370000000
"Thamrin, Jakarta Pusat",3,2,86,2500000000
"Tanah Abang, Jakarta Pusat",3,2,68,1450000000
"Tanah Abang, Jakarta Pusat",1,1,48,1200000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Thamrin, Jakarta Pusat",2,2,126,5000000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1200000000
"Senayan, Jakarta Pusat",1,1,70,4099999999
"Tanah Abang, Jakarta Pusat",2,1,73,2000000000
"Tanah Abang, Jakarta Pusat",2,1,48,980000000
"Tanah Abang, Jakarta Pusat",2,1,47,1000000000
"Thamrin, Jakarta Pusat",1,1,41,1300000000
"Tanah Abang, Jakarta Pusat",2,2,115,3300000000
"Karet Tengsin, Jakarta Pusat",1,1,86,2200000000
"Thamrin, Jakarta Pusat",1,1,41,1100000000
"Thamrin, Jakarta Pusat",1,1,55,3900000000
"Tanah Abang, Jakarta Pusat",3,2,122,5500000000
"Tanah Abang, Jakarta Pusat",1,1,42,950000000
"Kebon Melati, Jakarta Pusat",1,1,68,5500000000
"Tanah Abang, Jakarta Pusat",3,2,92,2700000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Thamrin, Jakarta Pusat",1,1,38,1100000000
"Thamrin, Jakarta Pusat",1,1,38,1200000000
"Tanah Abang, Jakarta Pusat",3,2,140,4350000000
"Thamrin, Jakarta Pusat",1,1,40,910000000
"Thamrin, Jakarta Pusat",1,1,28,900000000
"Thamrin, Jakarta Pusat",2,2,90,2500000000
"Thamrin, Jakarta Pusat",2,1,59,1700000000
"Thamrin, Jakarta Pusat",2,1,58,1800000000
"Thamrin, Jakarta Pusat",2,1,58,1800000000
"Thamrin, Jakarta Pusat",3,2,103,2800000000
"Tanah Abang, Jakarta Pusat",2,2,152,5000000000
"Thamrin, Jakarta Pusat",1,1,41,1400000000
"Tanah Abang, Jakarta Pusat",2,2,103,6200000000
"Tanah Abang, Jakarta Pusat",3,2,105,2600000000
"Tanah Abang, Jakarta Pusat",2,2,82,2600000000
"Tanah Abang, Jakarta Pusat",1,1,45,1000000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Thamrin, Jakarta Pusat",2,1,77,1900000000
"Thamrin, Jakarta Pusat",1,1,38,1100000000
"Thamrin, Jakarta Pusat",2,2,127,4099999999
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Kebon Kacang, Jakarta Pusat",1,1,34,890000000
"KH Mas Mansyur, Jakarta Pusat",2,2,103,3000000000
"Tanah Abang, Jakarta Pusat",2,1,101,3000000000
